japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-03,IWATE,2021-12-20,3487.00732421875,3487,3504.748046875,53.0000114440918,53,53.426063537597656,0.0030296612530946732,0.0030287355184555054,0.0090962070971727371,3434.00048828125,3434,3451.303955078125,,,,,2021-12-14,1.1444091796875e-05,0.00146484375,,,岩手県
JP-03,IWATE,2021-12-21,3487.010009765625,3487,3506.424072265625,53.000022888183594,53,53.466548919677734,0.0056402385234832764,0.0056383386254310608,0.018241014331579208,3434.001220703125,3434,3452.93115234375,,,,,2021-12-14,1.1444091796875e-05,0.002685546875,,,岩手県
JP-03,IWATE,2021-12-22,3487.0126953125,3487,3509.037109375,53.000034332275391,53,53.526702880859375,0.0078416075557470322,0.0078387456014752388,0.026963481679558754,3434.001708984375,3434,3455.47509765625,,,,,2021-12-14,1.1444091796875e-05,0.002685546875,,,岩手県
JP-03,IWATE,2021-12-23,3487.015625,3487,3512.406982421875,53.000049591064453,53,53.602951049804688,0.00883173756301403,0.0088283056393265724,0.031969465315341949,3434.00244140625,3434,3458.76025390625,,,,,2021-12-14,1.52587890625e-05,0.0029296875,,,岩手県
JP-03,IWATE,2021-12-24,3487.01806640625,3487,3516.502197265625,53.000068664550781,53,53.694286346435547,0.00966307707130909,0.00965912826359272,0.036525890231132507,3434.00341796875,3434,3462.757568359375,,,,,2021-12-14,1.9073486328125e-05,0.00244140625,,,岩手県
JP-03,IWATE,2021-12-25,3487.02001953125,3487,3521.238525390625,53.000087738037109,53,53.798870086669922,0.010139008983969688,0.010134696029126644,0.039755407720804214,3434.00439453125,3434,3467.38427734375,,,,,2021-12-14,1.9073486328125e-05,0.001953125,,,岩手県
JP-03,IWATE,2021-12-26,3487.021484375,3487,3526.537109375,53.0001106262207,53,53.914875030517578,0.01045612059533596,0.010451524518430233,0.042295034974813461,3434.005615234375,3434,3472.564208984375,,,,,2021-12-14,2.288818359375e-05,0.00146484375,,,岩手県
JP-03,IWATE,2021-12-27,3487.02294921875,3487,3531.30615234375,53.0001335144043,53,54.019283294677734,0.010981476865708828,0.010976532474160194,0.045666515827178955,3434.007080078125,3434,3477.226806640625,,,,,2021-12-14,2.288818359375e-05,0.00146484375,,,岩手県
JP-03,IWATE,2021-12-28,3487.025146484375,3487,3535.602294921875,53.000156402587891,53,54.113250732421875,0.013008845038712025,0.013002848252654076,0.055418018251657486,3434.008544921875,3434,3481.42333984375,,,,,2021-12-14,2.288818359375e-05,0.002197265625,,,岩手県
JP-03,IWATE,2021-12-29,3487.02734375,3487,3539.469970703125,53.000175476074219,53,54.197822570800781,0.014337074942886829,0.014330330304801464,0.0623890683054924,3434.009765625,3434,3485.20068359375,,,,,2021-12-14,1.9073486328125e-05,0.002197265625,,,岩手県
JP-03,IWATE,2021-12-30,3487.029296875,3487,3542.94970703125,53.000194549560547,53,54.2739372253418,0.014610296115279198,0.01460332702845335,0.064800038933753967,3434.010986328125,3434,3488.60009765625,,,,,2021-12-14,1.9073486328125e-05,0.001953125,,,岩手県
JP-03,IWATE,2021-12-31,3487.031005859375,3487,3546.08154296875,53.000217437744141,53,54.342449188232422,0.014771829359233379,0.014764715917408466,0.0666460171341896,3434.01220703125,3434,3491.66015625,,,,,2021-12-14,2.288818359375e-05,0.001708984375,,,岩手県
JP-03,IWATE,2022-01-01,3487.031982421875,3487,3548.8984375,53.000240325927734,53,54.404109954833984,0.014660805463790894,0.014653709717094898,0.06717430055141449,3434.01318359375,3434,3494.414306640625,,,,,2021-12-14,2.288818359375e-05,0.0009765625,,,岩手県
JP-03,IWATE,2022-01-02,3487.033203125,3487,3551.432373046875,53.000263214111328,53,54.4596061706543,0.0143352085724473,0.014328262768685818,0.066608346998691559,3434.0146484375,3434,3496.89306640625,,,,,2021-12-14,2.288818359375e-05,0.001220703125,,,岩手県
JP-03,IWATE,2022-01-03,3487.033935546875,3487,3553.71240234375,53.000286102294922,53,54.509555816650391,0.014140129089355469,0.014133287593722343,0.06653902679681778,3434.01611328125,3434,3499.124755859375,,,,,2021-12-14,2.288818359375e-05,0.000732421875,,,岩手県
JP-03,IWATE,2022-01-04,3487.034912109375,3487,3555.76708984375,53.000308990478516,53,54.554515838623047,0.015013618394732475,0.015006357803940773,0.07144685834646225,3434.017578125,3434,3501.13330078125,,,,,2021-12-14,2.288818359375e-05,0.0009765625,,,岩手県
JP-03,IWATE,2022-01-05,3487.03662109375,3487,3557.616943359375,53.000328063964844,53,54.594978332519531,0.0154581218957901,0.015450646169483662,0.074297443032264709,3434.01904296875,3434,3502.941162109375,,,,,2021-12-14,1.9073486328125e-05,0.001708984375,,,岩手県
JP-03,IWATE,2022-01-06,3487.0380859375,3487,3559.281494140625,53.000347137451172,53,54.631397247314453,0.015273981727659702,0.015266604721546173,0.074074044823646545,3434.020263671875,3434,3504.568115234375,,,,,2021-12-14,1.9073486328125e-05,0.00146484375,,,岩手県
JP-03,IWATE,2022-01-07,3487.039306640625,3487,3560.779296875,53.0003662109375,53,54.6641731262207,0.015057156793773174,0.015049902722239494,0.073615744709968567,3434.021484375,3434,3506.032958984375,,,,,2021-12-14,1.9073486328125e-05,0.001220703125,,,岩手県
JP-03,IWATE,2022-01-08,3487.04052734375,3487,3562.12646484375,53.000385284423828,53,54.693675994873047,0.014670143835246563,0.014663097448647022,0.072249077260494232,3434.022705078125,3434,3507.351318359375,,,,,2021-12-14,1.9073486328125e-05,0.001220703125,,,岩手県
JP-03,IWATE,2022-01-09,3487.041259765625,3487,3563.337646484375,53.000404357910156,53,54.720230102539062,0.014082705602049828,0.014075962826609612,0.0698130801320076,3434.024169921875,3434,3508.53857421875,,,,,2021-12-14,1.9073486328125e-05,0.000732421875,,,岩手県
JP-03,IWATE,2022-01-10,3487.041748046875,3487,3564.427001953125,53.000423431396484,53,54.744132995605469,0.013577379286289215,0.013570898212492466,0.067704610526561737,3434.025390625,3434,3509.607421875,,,,,2021-12-14,1.9073486328125e-05,0.00048828125,,,岩手県
JP-03,IWATE,2022-01-11,3487.04248046875,3487,3565.409423828125,53.000442504882812,53,54.765647888183594,0.013803881593048573,0.013797308318316936,0.0691961869597435,3434.026611328125,3434,3510.5693359375,,,,,2021-12-14,1.9073486328125e-05,0.000732421875,,,岩手県
JP-04,MIYAGI,2021-11-17,,,,,,,,,,,,,16275,118,2,16155,2021-12-14,,,,,宮城県
JP-04,MIYAGI,2021-11-18,,,,,,,,,,,,,16275,118,2,16155,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-19,,,,,,,,,,,,,16275,118,1,16156,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-20,,,,,,,,,,,,,16276,118,2,16156,2021-12-14,,,0,1,宮城県
JP-04,MIYAGI,2021-11-21,,,,,,,,,,,,,16276,118,1,16157,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-22,,,,,,,,,,,,,16276,118,1,16157,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-23,,,,,,,,,,,,,16278,118,1,16157,2021-12-14,,,0,2,宮城県
JP-04,MIYAGI,2021-11-24,,,,,,,,,,,,,16278,118,3,16157,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-25,,,,,,,,,,,,,16280,118,3,16158,2021-12-14,,,0,2,宮城県
JP-04,MIYAGI,2021-11-26,,,,,,,,,,,,,16280,118,4,16158,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-27,,,,,,,,,,,,,16280,118,4,16158,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-28,,,,,,,,,,,,,16280,118,4,16158,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-29,,,,,,,,,,,,,16280,118,4,16158,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-11-30,,,,,,,,,,,,,16280,118,2,16160,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-01,,,,,,,,,,,,,16280,118,2,16160,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-02,,,,,,,,,,,,,16280,118,2,16160,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-03,,,,,,,,,,,,,16281,118,2,16161,2021-12-14,,,0,1,宮城県
JP-04,MIYAGI,2021-12-04,,,,,,,,,,,,,16282,118,2,16161,2021-12-14,,,0,1,宮城県
JP-04,MIYAGI,2021-12-05,,,,,,,,,,,,,16283,118,4,16161,2021-12-14,,,0,1,宮城県
JP-04,MIYAGI,2021-12-06,,,,,,,,,,,,,16283,118,4,16161,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-07,,,,,,,,,,,,,16285,118,3,16162,2021-12-14,,,0,2,宮城県
JP-04,MIYAGI,2021-12-08,,,,,,,,,,,,,16285,118,4,16163,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-09,,,,,,,,,,,,,16286,118,2,16165,2021-12-14,,,0,1,宮城県
JP-04,MIYAGI,2021-12-10,,,,,,,,,,,,,16286,118,3,16165,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-11,,,,,,,,,,,,,16286,118,3,16165,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-12,,,,,,,,,,,,,16286,118,1,16166,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-13,,,,,,,,,,,,,16286,118,2,16166,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-14,,,,,,,,,,,,,16286,118,2,16166,2021-12-14,,,0,0,宮城県
JP-04,MIYAGI,2021-12-15,16286,16286,16290.0478515625,118.00096893310547,118.00021362304688,118.06385803222656,1.8446640968322754,1.844606876373291,2.7062258720397949,16166.1533203125,16166.0185546875,16169.2783203125,,,,,2021-12-14,0.00096893310546875,0,,,宮城県
JP-04,MIYAGI,2021-12-16,16286.046875,16286,16293.9990234375,118.00186157226562,118.00041198730469,118.12474060058594,1.7375537157058716,1.7374517917633057,3.2792336940765381,16166.2744140625,16166.0185546875,16172.5419921875,,,,,2021-12-14,0.00089263916015625,0.046875,,,宮城県
JP-04,MIYAGI,2021-12-17,16286.1162109375,16286,16297.806640625,118.00273895263672,118.00067901611328,118.18227386474609,1.6574445962905884,1.6573065519332886,3.7546539306640625,16166.3857421875,16166.0205078125,16175.7421875,,,,,2021-12-14,0.00087738037109375,0.0693359375,,,宮城県
JP-04,MIYAGI,2021-12-18,16286.193359375,16286,16301.0029296875,118.00361633300781,118.00099945068359,118.23210906982422,1.5836265087127686,1.5834599733352661,4.1268830299377441,16166.498046875,16166.0341796875,16178.4296875,,,,,2021-12-14,0.00087738037109375,0.0771484375,,,宮城県
JP-04,MIYAGI,2021-12-19,16286.2578125,16286,16306.5576171875,118.00450134277344,118.00138854980469,118.30487823486328,1.4991285800933838,1.4989397525787354,4.36199426651001,16166.6298828125,16166.0791015625,16183.6181640625,,,,,2021-12-14,0.000885009765625,0.064453125,,,宮城県
JP-04,MIYAGI,2021-12-20,16286.3193359375,16286,16311.490234375,118.00537109375,118.00180053710938,118.37014770507812,1.4274718761444092,1.4272658824920654,4.543982982635498,16166.767578125,16166.13671875,16188.296875,,,,,2021-12-14,0.0008697509765625,0.0615234375,,,宮城県
JP-04,MIYAGI,2021-12-21,16286.419921875,16286,16315.8935546875,118.00620269775391,118.00222015380859,118.42787170410156,1.4289870262145996,1.4287577867507935,4.9014410972595215,16166.8984375,16166.1943359375,16192.3466796875,,,,,2021-12-14,0.00083160400390625,0.1005859375,,,宮城県
JP-04,MIYAGI,2021-12-22,16286.541015625,16286,16320.14453125,118.00699615478516,118.00263977050781,118.48219299316406,1.4292535781860352,1.4290034770965576,5.2193083763122559,16167.0166015625,16166.2490234375,16196.2099609375,,,,,2021-12-14,0.00079345703125,0.12109375,,,宮城県
JP-04,MIYAGI,2021-12-23,16286.662109375,16286,16323.6796875,118.00778961181641,118.00309753417969,118.52779388427734,1.4029483795166016,1.4026848077774048,5.4037590026855469,16167.12109375,16166.2939453125,16199.3896484375,,,,,2021-12-14,0.00079345703125,0.12109375,,,宮城県
JP-04,MIYAGI,2021-12-24,16286.7578125,16286,16327.025390625,118.00861358642578,118.00362396240234,118.57096862792969,1.3790538311004639,1.378778338432312,5.5595688819885254,16167.2216796875,16166.341796875,16202.46484375,,,,,2021-12-14,0.000823974609375,0.095703125,,,宮城県
JP-04,MIYAGI,2021-12-25,16286.8388671875,16286,16330.619140625,118.00944519042969,118.00418853759766,118.61611938476562,1.3415567874908447,1.3412741422653198,5.6244840621948242,16167.3232421875,16166.3984375,16205.8876953125,,,,,2021-12-14,0.00083160400390625,0.0810546875,,,宮城県
JP-04,MIYAGI,2021-12-26,16286.90234375,16286,16331.3701171875,118.01027679443359,118.00476837158203,118.63323974609375,1.28774893283844,1.2874664068222046,5.5891633033752441,16167.4443359375,16166.4755859375,16206.6572265625,,,,,2021-12-14,0.00083160400390625,0.0634765625,,,宮城県
JP-04,MIYAGI,2021-12-27,16286.953125,16286,16332.453125,118.01108551025391,118.00536346435547,118.65348052978516,1.241408109664917,1.2411258220672607,5.5524201393127441,16167.568359375,16166.5615234375,16207.82421875,,,,,2021-12-14,0.0008087158203125,0.05078125,,,宮城県
JP-04,MIYAGI,2021-12-28,16287.03515625,16286,16333.7890625,118.0118408203125,118.00592041015625,118.67376708984375,1.2558763027191162,1.255581259727478,5.7664275169372559,16167.6845703125,16166.6435546875,16209.0771484375,,,,,2021-12-14,0.00075531005859375,0.08203125,,,宮城県
JP-04,MIYAGI,2021-12-29,16287.1298828125,16286.0517578125,16334.78125,118.01254272460938,118.00644683837891,118.68955993652344,1.2532685995101929,1.2529661655426025,5.8888697624206543,16167.7900390625,16166.7177734375,16209.95703125,,,,,2021-12-14,0.000701904296875,0.0947265625,,,宮城県
JP-04,MIYAGI,2021-12-30,16287.22265625,16286.1142578125,16336.1494140625,118.01322937011719,118.00697326660156,118.70864868164062,1.224331259727478,1.224028468132019,5.8704447746276855,16167.8818359375,16166.78125,16211.22265625,,,,,2021-12-14,0.0006866455078125,0.0927734375,,,宮城県
JP-04,MIYAGI,2021-12-31,16287.2919921875,16286.1611328125,16337.3076171875,118.01393890380859,118.00753784179688,118.72555541992188,1.1967538595199585,1.1964515447616577,5.8416876792907715,16167.9677734375,16166.8427734375,16212.3466796875,,,,,2021-12-14,0.00070953369140625,0.0693359375,,,宮城県
JP-04,MIYAGI,2022-01-01,16287.3525390625,16286.1962890625,16338.05859375,118.0146484375,118.00812530517578,118.73856353759766,1.1584011316299438,1.1581031084060669,5.744938850402832,16168.0556640625,16166.9072265625,16213.142578125,,,,,2021-12-14,0.00070953369140625,0.060546875,,,宮城県
JP-04,MIYAGI,2022-01-02,16287.3974609375,16286.2216796875,16338.1923828125,118.01535034179688,118.00870513916016,118.74616241455078,1.1058366298675537,1.1055476665496826,5.5624876022338867,16168.158203125,16166.9892578125,16213.4638671875,,,,,2021-12-14,0.000701904296875,0.044921875,,,宮城県
JP-04,MIYAGI,2022-01-03,16287.43359375,16286.240234375,16340.3544921875,118.01602172851562,118.00926971435547,118.77406311035156,1.0585285425186157,1.0582470893859863,5.3894758224487305,16168.26171875,16167.0751953125,16215.837890625,,,,,2021-12-14,0.00067138671875,0.0361328125,,,宮城県
JP-04,MIYAGI,2022-01-04,16287.494140625,16286.2841796875,16342.236328125,118.01664733886719,118.00980377197266,118.79700469970703,1.0561872720718384,1.0559020042419434,5.436126708984375,16168.3603515625,16167.158203125,16217.783203125,,,,,2021-12-14,0.0006256103515625,0.060546875,,,宮城県
JP-04,MIYAGI,2022-01-05,16287.5625,16286.3359375,16343.9189453125,118.01722717285156,118.01029968261719,118.8177490234375,1.0425915718078613,1.0423059463500977,5.4181046485900879,16168.4482421875,16167.23046875,16219.48828125,,,,,2021-12-14,0.000579833984375,0.068359375,,,宮城県
JP-04,MIYAGI,2022-01-06,16287.625,16286.38671875,16344.9384765625,118.01779174804688,118.01078796386719,118.83167266845703,1.0121065378189087,1.0118261575698853,5.3055686950683594,16168.5224609375,16167.291015625,16220.5302734375,,,,,2021-12-14,0.0005645751953125,0.0625,,,宮城県
JP-04,MIYAGI,2022-01-07,16287.6767578125,16286.42578125,16345.4443359375,118.01836395263672,118.01129150390625,118.84014892578125,0.98368310928344727,0.98340791463851929,5.1971449851989746,16168.59375,16167.349609375,16221.1044921875,,,,,2021-12-14,0.00057220458984375,0.0517578125,,,宮城県
JP-04,MIYAGI,2022-01-08,16287.7197265625,16286.45703125,16346.587890625,118.01893615722656,118.01180267333984,118.85507965087891,0.94794589281082153,0.94767814874649048,5.0427765846252441,16168.6650390625,16167.41015625,16222.359375,,,,,2021-12-14,0.00057220458984375,0.04296875,,,宮城県
JP-04,MIYAGI,2022-01-09,16287.751953125,16286.48046875,16347.8837890625,118.01949310302734,118.01229858398438,118.8719482421875,0.90089267492294312,0.900635838508606,4.8215961456298828,16168.7470703125,16167.4833984375,16223.873046875,,,,,2021-12-14,0.00055694580078125,0.0322265625,,,宮城県
JP-04,MIYAGI,2022-01-10,16287.7783203125,16286.498046875,16346.4033203125,118.02002716064453,118.01278686523438,118.86126708984375,0.85764235258102417,0.85739684104919434,4.6176691055297852,16168.8310546875,16167.55859375,16222.66015625,,,,,2021-12-14,0.0005340576171875,0.0263671875,,,宮城県
JP-04,MIYAGI,2022-01-11,16287.8203125,16286.5341796875,16347.171875,118.02052307128906,118.01323699951172,118.87191009521484,0.84704560041427612,0.84680145978927612,4.5831894874572754,16168.91015625,16167.630859375,16223.552734375,,,,,2021-12-14,0.00049591064453125,0.0419921875,,,宮城県
JP-05,AKITA,2021-11-17,,,,,,,,,,,,,1925,27,10,1888,2021-12-14,,,,,秋田県
JP-05,AKITA,2021-11-18,,,,,,,,,,,,,1925,27,10,1888,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-19,,,,,,,,,,,,,1925,27,6,1892,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-20,,,,,,,,,,,,,1925,27,3,1895,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-21,,,,,,,,,,,,,1925,27,3,1895,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-22,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-23,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-24,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-25,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-26,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-27,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-28,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-29,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-11-30,,,,,,,,,,,,,1925,27,0,1898,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-01,,,,,,,,,,,,,1926,27,1,1898,2021-12-14,,,0,1,秋田県
JP-05,AKITA,2021-12-02,,,,,,,,,,,,,1927,27,2,1898,2021-12-14,,,0,1,秋田県
JP-05,AKITA,2021-12-03,,,,,,,,,,,,,1930,27,5,1898,2021-12-14,,,0,3,秋田県
JP-05,AKITA,2021-12-04,,,,,,,,,,,,,1933,27,7,1899,2021-12-14,,,0,3,秋田県
JP-05,AKITA,2021-12-05,,,,,,,,,,,,,1933,27,7,1899,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-06,,,,,,,,,,,,,1933,27,7,1899,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-07,,,,,,,,,,,,,1934,27,8,1899,2021-12-14,,,0,1,秋田県
JP-05,AKITA,2021-12-08,,,,,,,,,,,,,1934,27,7,1900,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-09,,,,,,,,,,,,,1934,27,6,1901,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-10,,,,,,,,,,,,,1934,27,6,1901,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-11,,,,,,,,,,,,,1934,27,6,1901,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-12,,,,,,,,,,,,,1934,27,6,1901,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-13,,,,,,,,,,,,,1934,27,5,1902,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-14,,,,,,,,,,,,,1934,27,4,1903,2021-12-14,,,0,0,秋田県
JP-05,AKITA,2021-12-15,1934,1934,1936.526611328125,27.005435943603516,27.005258560180664,27.027992248535156,3.67687726020813,3.67676043510437,5.3844475746154785,1903.3175048828125,1903.3016357421875,1904.1142578125,,,,,2021-12-14,0.005435943603515625,0,,,秋田県
JP-05,AKITA,2021-12-16,1934.008544921875,1934,1938.35791015625,27.010414123535156,27.010080337524414,27.048782348632812,3.417759895324707,3.4175605773925781,6.44141149520874,1903.5733642578125,1903.543212890625,1904.85693359375,,,,,2021-12-14,0.004978179931640625,0.008544921875,,,秋田県
JP-05,AKITA,2021-12-17,1934.021240234375,1934,1939.7103271484375,27.015069961547852,27.014595031738281,27.06519889831543,3.1920382976531982,3.191777229309082,7.2275381088256836,1903.7984619140625,1903.7554931640625,1905.3900146484375,,,,,2021-12-14,0.0046558380126953125,0.0126953125,,,秋田県
JP-05,AKITA,2021-12-18,1934.0355224609375,1934,1940.7542724609375,27.019447326660156,27.018844604492188,27.079843521118164,2.978804349899292,2.9784984588623047,7.7627458572387695,1904.0126953125,1903.9580078125,1905.8634033203125,,,,,2021-12-14,0.0043773651123046875,0.0142822265625,,,秋田県
JP-05,AKITA,2021-12-19,1934.048828125,1934,1941.483154296875,27.023557662963867,27.02284049987793,27.09321403503418,2.74169921875,2.7413656711578369,7.9881014823913574,1904.2530517578125,1904.1881103515625,1906.336181640625,,,,,2021-12-14,0.0041103363037109375,0.0133056640625,,,秋田県
JP-05,AKITA,2021-12-20,1934.06103515625,1934,1941.974609375,27.027376174926758,27.026554107666016,27.105379104614258,2.5117368698120117,2.5113887786865234,8.0133380889892578,1904.4898681640625,1904.41552734375,1906.7813720703125,,,,,2021-12-14,0.003818511962890625,0.01220703125,,,秋田県
JP-05,AKITA,2021-12-21,1934.08056640625,1934,1942.3270263671875,27.030879974365234,27.029964447021484,27.116298675537109,2.3142910003662109,2.3139350414276123,7.9600682258605957,1904.7071533203125,1904.624267578125,1907.1806640625,,,,,2021-12-14,0.0035037994384765625,0.01953125,,,秋田県
JP-05,AKITA,2021-12-22,1934.102783203125,1934.010986328125,1942.5386962890625,27.034093856811523,27.033092498779297,27.125078201293945,2.1461911201477051,2.145831823348999,7.8643951416015625,1904.893798828125,1904.8033447265625,1907.4739990234375,,,,,2021-12-14,0.0032138824462890625,0.022216796875,,,秋田県
JP-05,AKITA,2021-12-23,1934.124755859375,1934.0260009765625,1943.41650390625,27.037069320678711,27.035991668701172,27.147016525268555,2.0043540000915527,2.0039882659912109,7.73671293258667,1905.0460205078125,1904.94873046875,1908.4305419921875,,,,,2021-12-14,0.0029754638671875,0.02197265625,,,秋田県
