japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-20,NAGANO,2021-12-19,8894.0341796875,8894,8909.7470703125,97.021148681640625,97.018585205078125,97.241058349609375,4.0161018371582031,4.0156235694885254,11.718266487121582,8792.9697265625,8792.669921875,8800.7275390625,,,,,2021-12-14,0.0039520263671875,0.0087890625,,,長野県
JP-20,NAGANO,2021-12-20,8894.0439453125,8894,8911.8017578125,97.024932861328125,97.0219955444336,97.281661987304688,3.7701394557952881,3.7696244716644287,12.040514945983887,8793.2177734375,8792.8740234375,8802.4091796875,,,,,2021-12-14,0.0037841796875,0.009765625,,,長野県
JP-20,NAGANO,2021-12-21,8894.056640625,8894,8913.7431640625,97.028495788574219,97.025215148925781,97.321502685546875,3.5468111038208008,3.5462703704833984,12.206216812133789,8793.4501953125,8793.068359375,8804.13671875,,,,,2021-12-14,0.00356292724609375,0.0126953125,,,長野県
JP-20,NAGANO,2021-12-22,8894.07421875,8894,8915.6787109375,97.031845092773438,97.02825927734375,97.360633850097656,3.3726589679718018,3.3720958232879639,12.357593536376953,8793.634765625,8793.2177734375,8805.869140625,,,,,2021-12-14,0.00334930419921875,0.017578125,,,長野県
JP-20,NAGANO,2021-12-23,8894.091796875,8894,8917.44921875,97.035026550292969,97.031173706054688,97.396011352539062,3.2458364963531494,3.2452523708343506,12.543152809143066,8793.767578125,8793.318359375,8807.3916015625,,,,,2021-12-14,0.00318145751953125,0.017578125,,,長野県
JP-20,NAGANO,2021-12-24,8894.1044921875,8894,8918.8759765625,97.038124084472656,97.034019470214844,97.426071166992188,3.136854887008667,3.13625431060791,12.688390731811523,8793.8828125,8793.4052734375,8808.625,,,,,2021-12-14,0.0030975341796875,0.0126953125,,,長野県
JP-20,NAGANO,2021-12-25,8894.1171875,8894,8919.974609375,97.0411376953125,97.036811828613281,97.451583862304688,3.0274245738983154,3.0268135070800781,12.738405227661133,8793.998046875,8793.4951171875,8809.6318359375,,,,,2021-12-14,0.00301361083984375,0.0126953125,,,長野県
JP-20,NAGANO,2021-12-26,8894.126953125,8894,8920.7392578125,97.0440673828125,97.039543151855469,97.47479248046875,2.8714199066162109,2.8708133697509766,12.502522468566895,8794.16015625,8793.6328125,8810.6025390625,,,,,2021-12-14,0.0029296875,0.009765625,,,長野県
JP-20,NAGANO,2021-12-27,8894.134765625,8894,8924.2099609375,97.046867370605469,97.042152404785156,97.540390014648438,2.6987104415893555,2.6981105804443359,12.090114593505859,8794.3408203125,8793.79296875,8814.423828125,,,,,2021-12-14,0.00279998779296875,0.0078125,,,長野県
JP-20,NAGANO,2021-12-28,8894.1494140625,8894,8927.203125,97.049491882324219,97.044609069824219,97.597824096679688,2.5457556247711182,2.5451645851135254,11.693739891052246,8794.5107421875,8793.9443359375,8817.7734375,,,,,2021-12-14,0.00262451171875,0.0146484375,,,長野県
JP-20,NAGANO,2021-12-29,8894.1630859375,8894,8929.6640625,97.051948547363281,97.046920776367188,97.64654541015625,2.4255990982055664,2.4250147342681885,11.390209197998047,8794.6455078125,8794.0634765625,8820.494140625,,,,,2021-12-14,0.0024566650390625,0.013671875,,,長野県
JP-20,NAGANO,2021-12-30,8894.177734375,8894,8931.8642578125,97.054283142089844,97.049118041992188,97.68963623046875,2.3361935615539551,2.3356130123138428,11.185640335083008,8794.7431640625,8794.146484375,8822.8408203125,,,,,2021-12-14,0.0023345947265625,0.0146484375,,,長野県
JP-20,NAGANO,2021-12-31,8894.1884765625,8894,8934.078125,97.056549072265625,97.051261901855469,97.7315444946289,2.2590115070343018,2.2584340572357178,11.002316474914551,8794.8271484375,8794.216796875,8825.1875,,,,,2021-12-14,0.00226593017578125,0.0107421875,,,長野県
JP-20,NAGANO,2022-01-01,8894.1962890625,8894,8937.6787109375,97.058753967285156,97.053359985351562,97.794265747070312,2.1810131072998047,2.18043851852417,10.776853561401367,8794.91015625,8794.2880859375,8828.9443359375,,,,,2021-12-14,0.00220489501953125,0.0078125,,,長野県
JP-20,NAGANO,2022-01-02,8894.2041015625,8894,8941.828125,97.0608901977539,97.0553970336914,97.866973876953125,2.0693657398223877,2.0688040256500244,10.352564811706543,8795.0283203125,8794.3955078125,8833.4453125,,,,,2021-12-14,0.00213623046875,0.0078125,,,長野県
JP-20,NAGANO,2022-01-03,8894.2099609375,8894,8944.00390625,97.06292724609375,97.057342529296875,97.9111328125,1.9457746744155884,1.9452345371246338,9.8483028411865234,8795.1591796875,8794.5166015625,8836.0908203125,,,,,2021-12-14,0.00203704833984375,0.005859375,,,長野県
JP-20,NAGANO,2022-01-04,8894.2197265625,8894,8946.3203125,97.0648422241211,97.0591812133789,97.956939697265625,1.8373478651046753,1.8368270397186279,9.39466381072998,8795.2822265625,8794.6298828125,8838.837890625,,,,,2021-12-14,0.00191497802734375,0.009765625,,,長野県
JP-20,NAGANO,2022-01-05,8894.2314453125,8894,8948.61328125,97.066635131835938,97.060897827148438,98.0009536743164,1.75191068649292,1.7514045238494873,9.0384902954101562,8795.3798828125,8794.7197265625,8841.4541015625,,,,,2021-12-14,0.00179290771484375,0.01171875,,,長野県
JP-20,NAGANO,2022-01-06,8894.2412109375,8894,8950.685546875,97.068328857421875,97.062530517578125,98.0397720336914,1.6878238916397095,1.6873281002044678,8.7777748107910156,8795.4501953125,8794.783203125,8843.73828125,,,,,2021-12-14,0.0016937255859375,0.009765625,,,長野県
JP-20,NAGANO,2022-01-07,8894.2509765625,8894,8952.89453125,97.069976806640625,97.064117431640625,98.079483032226562,1.6324082612991333,1.6319212913513184,8.5493412017822266,8795.51171875,8794.837890625,8846.1318359375,,,,,2021-12-14,0.00164794921875,0.009765625,,,長野県
JP-20,NAGANO,2022-01-08,8894.2578125,8894,8953.3779296875,97.071578979492188,97.065666198730469,98.0926284790039,1.5762574672698975,1.5757825374603271,8.3123254776000977,8795.5732421875,8794.8935546875,8846.8349609375,,,,,2021-12-14,0.0016021728515625,0.0068359375,,,長野県
JP-20,NAGANO,2022-01-09,8894.2646484375,8894,8952.595703125,97.073127746582031,97.067169189453125,98.088142395019531,1.4957486391067505,1.4952956438064575,7.9400196075439453,8795.6591796875,8794.974609375,8846.4326171875,,,,,2021-12-14,0.00154876708984375,0.0068359375,,,長野県
JP-20,NAGANO,2022-01-10,8894.267578125,8894,8950.150390625,97.0746078491211,97.068618774414062,98.059051513671875,1.4066512584686279,1.4062250852584839,7.5163125991821289,8795.75390625,8795.064453125,8844.44921875,,,,,2021-12-14,0.0014801025390625,0.0029296875,,,長野県
JP-20,NAGANO,2022-01-11,8894.275390625,8894,8947.4951171875,97.075996398925781,97.0699691772461,98.026016235351562,1.3288478851318359,1.3284459114074707,7.1437649726867676,8795.8427734375,8795.1484375,8842.2197265625,,,,,2021-12-14,0.0013885498046875,0.0078125,,,長野県
JP-21,GIFU,2021-11-17,,,,,,,,,,,,,19238,218,23,18994,2021-12-14,,,,,岐阜県
JP-21,GIFU,2021-11-18,,,,,,,,,,,,,19238,218,24,18996,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-11-19,,,,,,,,,,,,,19238,218,21,18999,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-11-20,,,,,,,,,,,,,19239,218,18,19002,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-11-21,,,,,,,,,,,,,19240,218,13,19008,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-11-22,,,,,,,,,,,,,19240,218,12,19010,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-11-23,,,,,,,,,,,,,19242,218,10,19012,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-11-24,,,,,,,,,,,,,19244,218,10,19014,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-11-25,,,,,,,,,,,,,19245,218,10,19016,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-11-26,,,,,,,,,,,,,19248,218,9,19018,2021-12-14,,,0,3,岐阜県
JP-21,GIFU,2021-11-27,,,,,,,,,,,,,19251,218,12,19018,2021-12-14,,,0,3,岐阜県
JP-21,GIFU,2021-11-28,,,,,,,,,,,,,19253,218,13,19020,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-11-29,,,,,,,,,,,,,19254,218,15,19020,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-11-30,,,,,,,,,,,,,19254,218,15,19021,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-01,,,,,,,,,,,,,19258,218,14,19022,2021-12-14,,,0,4,岐阜県
JP-21,GIFU,2021-12-02,,,,,,,,,,,,,19260,218,16,19024,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-12-03,,,,,,,,,,,,,19261,218,16,19026,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-12-04,,,,,,,,,,,,,19261,218,13,19030,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-05,,,,,,,,,,,,,19261,218,11,19032,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-06,,,,,,,,,,,,,19261,218,8,19035,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-07,,,,,,,,,,,,,19261,218,7,19036,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-08,,,,,,,,,,,,,19261,218,7,19036,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-09,,,,,,,,,,,,,19263,218,3,19040,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-12-10,,,,,,,,,,,,,19265,218,5,19040,2021-12-14,,,0,2,岐阜県
JP-21,GIFU,2021-12-11,,,,,,,,,,,,,19265,218,5,19040,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-12,,,,,,,,,,,,,19269,218,9,19042,2021-12-14,,,0,4,岐阜県
JP-21,GIFU,2021-12-13,,,,,,,,,,,,,19269,218,8,19043,2021-12-14,,,0,0,岐阜県
JP-21,GIFU,2021-12-14,,,,,,,,,,,,,19270,218,6,19045,2021-12-14,,,0,1,岐阜県
JP-21,GIFU,2021-12-15,19271.017578125,19270.857421875,19278.2578125,218.00564575195312,218.00422668457031,218.12629699707031,6.1426215171813965,6.1424164772033691,8.9953689575195312,19045.638671875,19045.48046875,19049.546875,,,,,2021-12-14,0.005645751953125,1.017578125,,,岐阜県
JP-21,GIFU,2021-12-16,19271.96484375,19271.66015625,19285.791015625,218.01200866699219,218.00933837890625,218.24050903320312,6.0199837684631348,6.0196051597595215,11.333548545837402,19046.28125,19045.978515625,19053.6484375,,,,,2021-12-14,0.0063629150390625,0.947265625,,,岐阜県
JP-21,GIFU,2021-12-17,19272.822265625,19272.388671875,19292.564453125,218.01954650878906,218.0157470703125,218.34431457519531,5.9032058715820312,5.9026784896850586,13.337620735168457,19046.939453125,19046.509765625,19057.36328125,,,,,2021-12-14,0.007537841796875,0.857421875,,,岐阜県
JP-21,GIFU,2021-12-18,19273.62109375,19273.068359375,19298.634765625,218.0279541015625,218.02311706542969,218.43930053710938,5.722562313079834,5.7219276428222656,14.881943702697754,19047.623046875,19047.07421875,19060.798828125,,,,,2021-12-14,0.0084075927734375,0.798828125,,,岐阜県
JP-21,GIFU,2021-12-19,19274.341796875,19273.6875,19303.939453125,218.03707885742188,218.03131103515625,218.52645874023438,5.5438880920410156,5.5431694984436035,16.123661041259766,19048.361328125,19047.712890625,19064.0078125,,,,,2021-12-14,0.009124755859375,0.720703125,,,岐阜県
JP-21,GIFU,2021-12-20,19275.017578125,19274.267578125,19308.705078125,218.04660034179688,218.04000854492188,218.60626220703125,5.5058279037475586,5.5050249099731445,17.541156768798828,19049.1171875,19048.375,19066.986328125,,,,,2021-12-14,0.009521484375,0.67578125,,,岐阜県
JP-21,GIFU,2021-12-21,19275.791015625,19274.953125,19313.529296875,218.05595397949219,218.04859924316406,218.67387390136719,6.0979161262512207,6.0969266891479492,20.944398880004883,19049.86328125,19049.033203125,19069.421875,,,,,2021-12-14,0.0093536376953125,0.7734375,,,岐阜県
JP-21,GIFU,2021-12-22,19276.56640625,19275.65234375,19317.8828125,218.06388854980469,218.05586242675781,218.73428344726562,6.4135990142822266,6.4124536514282227,23.454799652099609,19050.587890625,19049.68359375,19071.67578125,,,,,2021-12-14,0.0079345703125,0.775390625,,,岐阜県
JP-21,GIFU,2021-12-23,19277.31640625,19276.3359375,19321.505859375,218.07115173339844,218.0625,218.78886413574219,6.2820162773132324,6.2808098793029785,24.235250473022461,19051.28125,19050.30859375,19073.75,,,,,2021-12-14,0.00726318359375,0.75,,,岐阜県
JP-21,GIFU,2021-12-24,19278.01953125,19276.97265625,19324.322265625,218.07890319824219,218.0697021484375,218.83358764648438,6.1246819496154785,6.1234378814697266,24.742080688476562,19051.966796875,19050.931640625,19075.328125,,,,,2021-12-14,0.00775146484375,0.703125,,,岐阜県
JP-21,GIFU,2021-12-25,19278.681640625,19277.576171875,19326.681640625,218.08706665039062,218.07734680175781,218.87503051757812,5.8978862762451172,5.8966331481933594,24.795242309570312,19052.658203125,19051.564453125,19076.826171875,,,,,2021-12-14,0.0081634521484375,0.662109375,,,岐阜県
JP-21,GIFU,2021-12-26,19279.287109375,19278.1328125,19330.26171875,218.09565734863281,218.08549499511719,218.94071960449219,5.6662054061889648,5.6649527549743652,24.653047561645508,19053.392578125,19052.251953125,19079.994140625,,,,,2021-12-14,0.0085906982421875,0.60546875,,,岐阜県
JP-21,GIFU,2021-12-27,19279.85546875,19278.65625,19334.330078125,218.10444641113281,218.09388732910156,219.01435852050781,5.55891227722168,5.5576395988464355,24.917192459106445,19054.1328125,19052.9453125,19083.779296875,,,,,2021-12-14,0.0087890625,0.568359375,,,岐阜県
JP-21,GIFU,2021-12-28,19280.51171875,19279.267578125,19340.154296875,218.11297607421875,218.10205078125,219.09983825683594,6.0029792785644531,6.0015530586242676,27.6074275970459,19054.85546875,19053.625,19088.37890625,,,,,2021-12-14,0.0085296630859375,0.65625,,,岐阜県
JP-21,GIFU,2021-12-29,19281.173828125,19279.892578125,19345.583984375,218.12017822265625,218.10893249511719,219.18148803710938,6.2086777687072754,6.2071504592895508,29.19835090637207,19055.55078125,19054.28515625,19092.859375,,,,,2021-12-14,0.0072021484375,0.662109375,,,岐阜県
JP-21,GIFU,2021-12-30,19281.8125,19280.501953125,19350.27734375,218.12673950195312,218.11518859863281,219.25825500488281,6.0361208915710449,6.0345945358276367,28.95286750793457,19056.205078125,19054.908203125,19097.12109375,,,,,2021-12-14,0.006561279296875,0.638671875,,,岐阜県
JP-21,GIFU,2021-12-31,19282.41015625,19281.068359375,19355.068359375,218.13368225097656,218.12185668945312,219.33895874023438,5.8473997116088867,5.8458852767944336,28.539525985717773,19056.845703125,19055.51953125,19101.681640625,,,,,2021-12-14,0.0069427490234375,0.59765625,,,岐阜県
JP-21,GIFU,2022-01-01,19282.9765625,19281.607421875,19359.53515625,218.14094543457031,218.12887573242188,219.41766357421875,5.6027774810791016,5.6012978553771973,27.769786834716797,19057.48828125,19056.134765625,19106.19921875,,,,,2021-12-14,0.00726318359375,0.56640625,,,岐阜県
JP-21,GIFU,2022-01-02,19283.494140625,19282.10546875,19361.58984375,218.1485595703125,218.13626098632812,219.46316528320312,5.3537631034851074,5.352327823638916,26.909454345703125,19058.16796875,19056.79296875,19108.705078125,,,,,2021-12-14,0.0076141357421875,0.517578125,,,岐阜県
JP-21,GIFU,2022-01-03,19283.982421875,19282.5703125,19362.576171875,218.15631103515625,218.14382934570312,219.49153137207031,5.2143735885620117,5.2129592895507812,26.54095458984375,19058.849609375,19057.453125,19110.185546875,,,,,2021-12-14,0.00775146484375,0.48828125,,,岐阜県
JP-21,GIFU,2022-01-04,19284.54296875,19283.109375,19363.26953125,218.163818359375,218.15116882324219,219.49879455566406,5.5511989593505859,5.5496759414672852,28.577733993530273,19059.51171875,19058.09375,19110.388671875,,,,,2021-12-14,0.00750732421875,0.560546875,,,岐阜県
JP-21,GIFU,2022-01-05,19285.109375,19283.658203125,19363.4296875,218.170166015625,218.1573486328125,219.4993896484375,5.6891608238220215,5.6875820159912109,29.584924697875977,19060.14453125,19058.70703125,19110.2734375,,,,,2021-12-14,0.00634765625,0.56640625,,,岐阜県
JP-21,GIFU,2022-01-06,19285.658203125,19284.189453125,19363.53515625,218.17594909667969,218.16300964355469,219.50520324707031,5.5092191696166992,5.5076789855957031,28.908908843994141,19060.736328125,19059.28515625,19110.53125,,,,,2021-12-14,0.0057830810546875,0.548828125,,,岐阜県
JP-21,GIFU,2022-01-07,19286.16796875,19284.689453125,19362.783203125,218.18205261230469,218.16897583007812,219.49964904785156,5.318903923034668,5.3174099922180176,28.141439437866211,19061.3125,19059.84765625,19110.072265625,,,,,2021-12-14,0.006103515625,0.509765625,,,岐阜県
JP-21,GIFU,2022-01-08,19286.65234375,19285.15625,19363.76171875,218.18841552734375,218.17523193359375,219.52456665039062,5.0830798149108887,5.0816426277160645,27.084270477294922,19061.888671875,19060.408203125,19111.533203125,,,,,2021-12-14,0.0063629150390625,0.484375,,,岐阜県
JP-21,GIFU,2022-01-09,19287.09765625,19285.58984375,19364.525390625,218.195068359375,218.18177795410156,219.55027770996094,4.843442440032959,4.842064380645752,25.969997406005859,19062.498046875,19061.005859375,19113.09375,,,,,2021-12-14,0.00665283203125,0.4453125,,,岐阜県
JP-21,GIFU,2022-01-10,19287.51171875,19285.998046875,19368.3828125,218.20182800292969,218.18844604492188,219.624755859375,4.6992073059082031,4.6978564262390137,25.324140548706055,19063.103515625,19061.60546875,19117.69921875,,,,,2021-12-14,0.0067596435546875,0.4140625,,,岐阜県
JP-21,GIFU,2022-01-11,19287.9921875,19286.470703125,19372.716796875,218.2083740234375,218.19488525390625,219.69163513183594,4.964451789855957,4.9630088806152344,26.872894287109375,19063.69140625,19062.185546875,19121.84375,,,,,2021-12-14,0.0065460205078125,0.48046875,,,岐阜県
JP-22,SHIZUOKA,2021-11-17,,,,,,,,,,,,,26780,209,10,26559,2021-12-14,,,,,静岡県
JP-22,SHIZUOKA,2021-11-18,,,,,,,,,,,,,26780,209,10,26561,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-19,,,,,,,,,,,,,26780,209,10,26561,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-20,,,,,,,,,,,,,26780,209,9,26561,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-21,,,,,,,,,,,,,26781,209,10,26561,2021-12-14,,,0,1,静岡県
JP-22,SHIZUOKA,2021-11-22,,,,,,,,,,,,,26781,209,8,26564,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-23,,,,,,,,,,,,,26784,209,9,26564,2021-12-14,,,0,3,静岡県
JP-22,SHIZUOKA,2021-11-24,,,,,,,,,,,,,26784,209,8,26566,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-25,,,,,,,,,,,,,26786,209,9,26565,2021-12-14,,,0,2,静岡県
JP-22,SHIZUOKA,2021-11-26,,,,,,,,,,,,,26786,209,8,26569,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-27,,,,,,,,,,,,,26786,209,7,26569,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-28,,,,,,,,,,,,,26786,209,8,26569,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-29,,,,,,,,,,,,,26786,209,7,26570,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-11-30,,,,,,,,,,,,,26788,209,7,26569,2021-12-14,,,0,2,静岡県
JP-22,SHIZUOKA,2021-12-01,,,,,,,,,,,,,26790,209,8,26573,2021-12-14,,,0,2,静岡県
JP-22,SHIZUOKA,2021-12-02,,,,,,,,,,,,,26791,209,9,26571,2021-12-14,,,0,1,静岡県
JP-22,SHIZUOKA,2021-12-03,,,,,,,,,,,,,26797,209,10,26572,2021-12-14,,,0,6,静岡県
JP-22,SHIZUOKA,2021-12-04,,,,,,,,,,,,,26802,209,18,26572,2021-12-14,,,0,5,静岡県
JP-22,SHIZUOKA,2021-12-05,,,,,,,,,,,,,26802,209,17,26572,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-12-06,,,,,,,,,,,,,26810,209,22,26571,2021-12-14,,,0,8,静岡県
JP-22,SHIZUOKA,2021-12-07,,,,,,,,,,,,,26814,209,27,26576,2021-12-14,,,0,4,静岡県
JP-22,SHIZUOKA,2021-12-08,,,,,,,,,,,,,26818,209,29,26576,2021-12-14,,,0,4,静岡県
JP-22,SHIZUOKA,2021-12-09,,,,,,,,,,,,,26836,209,41,26569,2021-12-14,,,0,18,静岡県
JP-22,SHIZUOKA,2021-12-10,,,,,,,,,,,,,26846,209,46,26584,2021-12-14,,,0,10,静岡県
JP-22,SHIZUOKA,2021-12-11,,,,,,,,,,,,,26846,209,46,26584,2021-12-14,,,0,0,静岡県
JP-22,SHIZUOKA,2021-12-12,,,,,,,,,,,,,26855,209,56,26584,2021-12-14,,,0,9,静岡県
JP-22,SHIZUOKA,2021-12-13,,,,,,,,,,,,,26859,209,50,26597,2021-12-14,,,0,4,静岡県
JP-22,SHIZUOKA,2021-12-14,,,,,,,,,,,,,26860,209,47,26604,2021-12-14,,,0,1,静岡県
JP-22,SHIZUOKA,2021-12-15,26861.5390625,26861.31640625,26889.64453125,209.01632690429688,209.01496887207031,209.15333557128906,43.679847717285156,43.678401947021484,63.935577392578125,26607.95703125,26607.736328125,26615.40234375,,,,,2021-12-14,0.016326904296875,1.5390625,,,静岡県
JP-22,SHIZUOKA,2021-12-16,26862.951171875,26862.525390625,26914.4453125,209.03367614746094,209.03109741210938,209.29411315917969,40.907119750976562,40.904621124267578,77.025718688964844,26611.361328125,26610.939453125,26625.537109375,,,,,2021-12-14,0.0173492431640625,1.412109375,,,静岡県
JP-22,SHIZUOKA,2021-12-17,26863.775390625,26863.1640625,26934.337890625,209.05207824707031,209.04840087890625,209.42398071289062,38.428783416748047,38.4255256652832,86.90667724609375,26614.494140625,26613.890625,26634.75390625,,,,,2021-12-14,0.018402099609375,0.82421875,,,静岡県
JP-22,SHIZUOKA,2021-12-18,26864.302734375,26863.529296875,26948.890625,209.07000732421875,209.06533813476562,209.53083801269531,35.9531135559082,35.949306488037109,93.585784912109375,26617.4921875,26616.728515625,26642.154296875,,,,,2021-12-14,0.0179290771484375,0.52734375,,,静岡県
JP-22,SHIZUOKA,2021-12-19,26864.609375,26863.689453125,26958.23828125,209.08705139160156,209.08149719238281,209.61753845214844,33.227554321289062,33.223419189453125,96.726272583007812,26620.7109375,26619.802734375,26648.376953125,,,,,2021-12-14,0.0170440673828125,0.306640625,,,静岡県
JP-22,SHIZUOKA,2021-12-20,26864.814453125,26863.763671875,26965.9375,209.10270690917969,209.09634399414062,209.71121215820312,30.637693405151367,30.633356094360352,97.651283264160156,26623.822265625,26622.783203125,26655.572265625,,,,,2021-12-14,0.015655517578125,0.205078125,,,静岡県
JP-22,SHIZUOKA,2021-12-21,26865.1484375,26863.9765625,26972.09375,209.11660766601562,209.10952758789062,209.79522705078125,28.602073669433594,28.597583770751953,98.274566650390625,26626.669921875,26625.509765625,26662.078125,,,,,2021-12-14,0.0139007568359375,0.333984375,,,静岡県
JP-22,SHIZUOKA,2021-12-22,26865.546875,26864.271484375,26977.826171875,209.12849426269531,209.12075805664062,209.88021850585938,26.676513671875,26.671953201293945,97.611137390136719,26629.15234375,26627.888671875,26668.73828125,,,,,2021-12-14,0.0118865966796875,0.3984375,,,静岡県
JP-22,SHIZUOKA,2021-12-23,26865.923828125,26864.546875,26982.4375,209.13923645019531,209.13090515136719,209.95654296875,24.876289367675781,24.871721267700195,96.019325256347656,26631.23828125,26629.875,26674.560546875,,,,,2021-12-14,0.0107421875,0.376953125,,,静岡県
JP-22,SHIZUOKA,2021-12-24,26866.1484375,26864.68359375,26986.828125,209.14959716796875,209.14073181152344,210.03897094726562,23.245584487915039,23.24104118347168,93.906417846679688,26633.109375,26631.66015625,26680.986328125,,,,,2021-12-14,0.0103607177734375,0.224609375,,,静岡県
JP-22,SHIZUOKA,2021-12-25,26866.298828125,26864.75390625,26989.134765625,209.15933227539062,209.14999389648438,210.10643005371094,21.653518676757812,21.649059295654297,90.989906311035156,26634.880859375,26633.3515625,26686.1953125,,,,,2021-12-14,0.009735107421875,0.150390625,,,静岡県
JP-22,SHIZUOKA,2021-12-26,26866.384765625,26864.7734375,26989.638671875,209.16842651367188,209.15864562988281,210.1676025390625,19.92314338684082,19.918853759765625,86.628753662109375,26636.771484375,26635.17578125,26691.197265625,,,,,2021-12-14,0.00909423828125,0.0859375,,,静岡県
JP-22,SHIZUOKA,2021-12-27,26866.447265625,26864.771484375,26989.400390625,209.17672729492188,209.16656494140625,210.22503662109375,18.267929077148438,18.26384162902832,81.831192016601562,26638.595703125,26636.93359375,26696.025390625,,,,,2021-12-14,0.00830078125,0.0625,,,静岡県
JP-22,SHIZUOKA,2021-12-28,26866.548828125,26864.818359375,26989.041015625,209.18415832519531,209.17364501953125,210.27664184570312,16.8631591796875,16.859254837036133,77.531852722167969,26640.2578125,26638.541015625,26700.423828125,,,,,2021-12-14,0.0074310302734375,0.1015625,,,静岡県
JP-22,SHIZUOKA,2021-12-29,26866.6796875,26864.89453125,26987.845703125,209.19065856933594,209.17984008789062,210.31442260742188,15.595447540283203,15.5917329788208,73.371185302734375,26641.703125,26639.93359375,26703.521484375,,,,,2021-12-14,0.006500244140625,0.130859375,,,静岡県
JP-22,SHIZUOKA,2021-12-30,26866.8046875,26864.974609375,26986.833984375,209.19654846191406,209.18544006347656,210.34844970703125,14.481796264648438,14.478259086608887,69.525390625,26642.90625,26641.091796875,26706.2109375,,,,,2021-12-14,0.005889892578125,0.125,,,静岡県
JP-22,SHIZUOKA,2021-12-31,26866.87890625,26865.0078125,26985.58984375,209.20213317871094,209.19076538085938,210.37858581542969,13.486541748046875,13.483177185058594,65.916343688964844,26643.978515625,26642.12109375,26708.55078125,,,,,2021-12-14,0.005584716796875,0.07421875,,,静岡県
JP-22,SHIZUOKA,2022-01-01,26866.931640625,26865.021484375,26985.291015625,209.20736694335938,209.19578552246094,210.41911315917969,12.533087730407715,12.52989387512207,62.223480224609375,26644.98828125,26643.09375,26711.92578125,,,,,2021-12-14,0.0052337646484375,0.052734375,,,静岡県
JP-22,SHIZUOKA,2022-01-02,26866.96875,26865.025390625,26987.91015625,209.21224975585938,209.20045471191406,210.49656677246094,11.505880355834961,11.502881050109863,57.893257141113281,26646.0703125,26644.142578125,26718.876953125,,,,,2021-12-14,0.0048828125,0.037109375,,,静岡県
JP-22,SHIZUOKA,2022-01-03,26866.990234375,26865.0234375,26988.224609375,209.21673583984375,209.20475769042969,210.54876708984375,10.522062301635742,10.519268989562988,53.588176727294922,26647.109375,26645.15625,26723.568359375,,,,,2021-12-14,0.004486083984375,0.021484375,,,静岡県
JP-22,SHIZUOKA,2022-01-04,26867.03515625,26865.037109375,26990.859375,209.22076416015625,209.20860290527344,210.62236022949219,9.66537094116211,9.662755012512207,49.741554260253906,26648.05859375,26646.076171875,26730.166015625,,,,,2021-12-14,0.0040283203125,0.044921875,,,静岡県
